ITR Id,2nd Trade Received Agreement Date,Lead Source,Approximate Gross Monthly household income,Service/Resolution Type 1.1,Service/Resolution Type 2.1,Service/Resolution Type 3.1,Service/Resolution Type 4.1,Service/Resolution Type 5.1,Service/Resolution Type 6.1,Financing Lender Used,Offered Client Financing,Agreed Client Financing,Approved For Financing,Financing Amount Approved,Clients first payment date,Net Net Resolution Costs,Rating
6934806,2024-08-18,Aged 365 Legacy HAP,3360,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,File 1040 tax return with Schedule C and State tax return,,,,Monterey Tier B,Yes,Yes,Yes,7430.0,2024-08-31,11220.0,Tier 5
3750700,2024-08-29,Aged 365 Legacy HAP,5120,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,Fresh Start SLIA renewal,Fresh Start SLIA compliance,DecisionFI,Yes,No,No,0.0,2024-09-11,13910.0,Tier 3
6323845,2024-07-23,PPC Call,2680,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,Monterey Tier B,Yes,Yes,Yes,21880.0,2024-08-02,23400.0,Tier 4
6612555,2025-05-26,Aged-PI,4890,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Installment Agreement setup and monitoring,Currently Not Collectible (CNC) determination,CNC annual review,OIC final resolution,,No,No,No,0.0,2025-06-02,9190.0,Tier 3
6485392,2025-04-01,PPC Call,5650,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Currently Not Collectible (CNC) determination,OIC follow-up and IRS negotiation,Hardship compliance monitoring,Monterey Poss-Flip,Yes,Yes,Yes,8890.0,2025-04-12,17140.0,Tier 4
1579934,2025-02-17,Aged CBG HAP,6880,IRS Representation (12 Months Max),File 1040X tax return (no schedules),Fresh Start SLIA submission and monitoring,Hardship determination and filing,OIC follow-up and IRS negotiation,Hardship compliance monitoring,Monterey Tier A,Yes,Yes,No,0.0,2025-02-28,4780.0,Tier 4
7319231,2025-03-04,Aged 365 Legacy HAP,6630,IRS Representation (3 Months Max),Analyze and submit IRS financials,Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,Fresh Start SLIA renewal,,,No,No,No,0.0,2025-03-19,8630.0,Tier 4
5541160,2024-09-10,Self Generated,2180,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Installment Agreement setup and monitoring,Hardship determination and filing,Fresh Start SLIA renewal,Fresh Start SLIA compliance,Monterey Tier B,Yes,Yes,Yes,4040.0,2024-09-19,6010.0,Tier 4
4802306,2025-06-10,Aged DT U30,5130,IRS Representation (3 Months Max),File 1040X tax return (no schedules),Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,Fresh Start SLIA renewal,OIC final resolution,,No,No,No,0.0,2025-06-19,15760.0,Tier 3
3529118,2025-06-14,Website Call,6580,IRS Representation (3 Months Max),File 1040 tax return and State tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Currently Not Collectible (CNC) determination,CNC annual review,Hardship compliance monitoring,,No,No,No,0.0,2025-06-29,19580.0,Tier 4
1311073,2025-02-06,Aged 365 Legacy,3150,IRS Representation (12 Months Max),File 1040X tax return (no schedules),File 1040 tax return (no schedules),,,,,No,No,No,0.0,2025-02-11,6790.0,Tier 5
5844829,2025-04-01,FL Call,3820,IRS Representation (12 Months Max),Analyze and submit IRS financials,Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,,No,No,No,0.0,2025-04-08,16860.0,Tier 4
7703235,2024-07-13,Aged DT U30,12210,IRS Representation (3 Months Max),File 1040X tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Offer in Compromise (OIC) preparation,Fresh Start SLIA renewal,Hardship compliance monitoring,,No,No,No,0.0,2024-07-24,6750.0,Tier 4
8031333,2025-04-14,ATL Form,1370,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,CNC annual review,OIC final resolution,,No,No,No,0.0,2025-04-19,11810.0,Tier 3
9594502,2024-07-07,DT Form DS,20160,IRS Representation (12 Months Max),File 1040X tax return (no schedules),Installment Agreement setup and monitoring,Partial Pay Installment Agreement (PPIA) setup,CNC annual review,Fresh Start SLIA compliance,,No,No,No,0.0,2024-07-14,5840.0,Tier 4
4822342,2024-07-19,Aged 365 Legacy HAP,10880,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,OIC follow-up and IRS negotiation,OIC final resolution,,No,No,No,0.0,2024-07-28,8770.0,Tier 2
3921829,2024-07-13,PPC Call,4050,IRS Representation (3 Months Max),File 1040X tax return (no schedules),File 1040 tax return (no schedules),,,,,No,No,No,0.0,2024-07-23,7020.0,Tier 2
9793265,2024-10-30,Aged DT U30,14190,IRS Representation (6 Months Max),Analyze and submit IRS financials,File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2024-11-04,5500.0,Tier 5
7816244,2025-06-02,Aged DT U30,2640,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Currently Not Collectible (CNC) determination,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,,No,No,No,0.0,2025-06-06,22120.0,Tier 4
1915575,2025-03-25,Aged CBG HAP,6940,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,Fresh Start SLIA renewal,Fresh Start SLIA compliance,Monterey Tier B,Yes,Yes,Yes,25810.0,2025-03-29,27610.0,Tier 4
4559502,2024-08-02,Self Generated,2000,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Offer in Compromise (OIC) preparation,Fresh Start SLIA renewal,Hardship compliance monitoring,Monterey Tier C,Yes,Yes,Yes,6460.0,2024-08-12,9240.0,Tier 4
5056147,2024-07-24,Aged 365 Legacy HAP,13730,IRS Representation (12 Months Max),File 1040X tax return (no schedules),Currently Not Collectible (CNC) determination,Currently Not Collectible (CNC) determination,Hardship re-evaluation support,OIC final resolution,,No,No,No,0.0,2024-07-30,7500.0,Tier 3
5358834,2025-03-24,DT Form DS,3260,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Currently Not Collectible (CNC) determination,Currently Not Collectible (CNC) determination,OIC follow-up and IRS negotiation,OIC final resolution,,No,No,No,0.0,2025-04-01,9270.0,Tier 4
3748702,2025-05-09,Website Call,8680,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Offer in Compromise (OIC) preparation,Fresh Start SLIA renewal,Hardship compliance monitoring,,No,No,No,0.0,2025-05-19,2550.0,Tier 3
2576328,2024-06-19,ATL Form,5680,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),Installment Agreement setup and monitoring,Partial Pay Installment Agreement (PPIA) setup,Fresh Start SLIA renewal,Hardship compliance monitoring,Monterey Tier B,Yes,No,No,0.0,2024-06-27,21400.0,Tier 4
8293246,2024-11-09,DT Form DS,3890,IRS Representation (3 Months Max),File 1040X tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,,,Monterey Tier C,Yes,Yes,Yes,54100.0,2024-11-15,75970.0,Tier 4
1072459,2024-12-05,FL Call,3480,IRS Representation (3 Months Max),Analyze and submit IRS financials,Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,,,,No,No,No,0.0,2024-12-08,4200.0,Tier 2
1481757,2024-08-14,Aged CBG HAP,25760,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,Partial Pay Installment Agreement (PPIA) setup,Hardship determination and filing,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2024-08-18,2030.0,Tier 4
4389603,2025-03-09,Aged 365 Legacy HAP,3200,IRS Representation (3 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,Fresh Start SLIA renewal,Hardship compliance monitoring,,No,No,No,0.0,2025-03-16,13960.0,Tier 5
3210486,2025-06-28,Aged CBG HAP,7010,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Installment Agreement setup and monitoring,Hardship determination and filing,CNC annual review,Fresh Start SLIA compliance,DecisionFI,Yes,Yes,Yes,11950.0,2025-07-10,16530.0,Tier 5
4015664,2024-09-03,Aged-PI,7730,IRS Representation (3 Months Max),File 1040X tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Offer in Compromise (OIC) preparation,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,,No,No,No,0.0,2024-09-15,2260.0,Tier 4
6041072,2024-07-18,Aged 365 Legacy HAP,10500,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2024-07-28,22220.0,Tier 5
2027967,2024-09-29,Aged 365 Legacy,10210,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Partial Pay Installment Agreement (PPIA) setup,CNC annual review,OIC final resolution,,No,No,No,0.0,2024-10-12,6230.0,Tier 4
5271460,2024-07-06,Self Generated,2420,IRS Representation (3 Months Max),Analyze and submit IRS financials,Partial Pay Installment Agreement (PPIA) setup,Partial Pay Installment Agreement (PPIA) setup,Hardship re-evaluation support,Fresh Start SLIA compliance,,No,No,No,0.0,2024-07-14,4910.0,Tier 5
4074192,2025-01-03,Aged 365 Legacy HAP,4940,IRS Representation (3 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Offer in Compromise (OIC) preparation,Hardship re-evaluation support,OIC final resolution,,No,No,No,0.0,2025-01-13,1720.0,Tier 4
8224753,2024-09-08,DT Form DS,7710,IRS Representation (3 Months Max),File 1040X tax return (no schedules),Fresh Start SLIA submission and monitoring,Hardship determination and filing,OIC follow-up and IRS negotiation,Hardship compliance monitoring,,No,No,No,0.0,2024-09-17,28700.0,Tier 3
3497231,2024-09-27,Aged CBG HAP,6090,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,File 1040 tax return (no schedules),,,,DecisionFI,Yes,Yes,Yes,6190.0,2024-10-10,8530.0,Tier 3
1054016,2025-03-12,CL Form,3180,IRS Representation (3 Months Max),File 1040X tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,Monterey Tier C,Yes,Yes,Yes,7210.0,2025-03-22,9260.0,Tier 2
1597275,2024-11-12,Aged CBG HAP,3680,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Currently Not Collectible (CNC) determination,CNC annual review,Fresh Start SLIA compliance,,No,No,No,0.0,2024-11-19,13540.0,Tier 4
9438571,2025-03-10,Aged DT U30,4800,IRS Representation (3 Months Max),File 1040X tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Partial Pay Installment Agreement (PPIA) setup,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,Monterey Poss-Flip,Yes,Yes,Yes,10370.0,2025-03-14,15340.0,Tier 1
7640849,2024-12-06,Aged DT U30,2380,IRS Representation (12 Months Max),Analyze and submit IRS financials,Fresh Start SLIA submission and monitoring,Currently Not Collectible (CNC) determination,Hardship re-evaluation support,OIC final resolution,Elevate Finance - Tier 5,Yes,Yes,Yes,13940.0,2024-12-14,18680.0,Tier 5
8486753,2025-01-19,Aged CBG HAP,4860,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Installment Agreement monitoring,,,Monterey Tier B,Yes,No,No,0.0,2025-02-01,12110.0,Tier 4
2241887,2025-04-02,Aged CBG HAP,7300,IRS Representation (3 Months Max),File 1040X tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2025-04-12,14480.0,Tier 4
3778914,2024-10-03,Aged PI Free,7080,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,Fresh Start SLIA renewal,,,No,No,No,0.0,2024-10-17,4990.0,Tier 5
4914399,2025-03-20,Aged 365 Legacy HAP,6930,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,,,,No,No,No,0.0,2025-03-31,8790.0,Tier 5
6726369,2024-09-30,Aged DT U30,2780,IRS Representation (3 Months Max),Analyze and submit IRS financials,File 1040 tax return (no schedules),,,,Monterey Tier C,Yes,Yes,No,0.0,2024-10-11,17450.0,Tier 4
8292485,2024-09-11,Aged 365 Legacy HAP,1720,IRS Representation (6 Months Max),File 1040 tax return (no schedules),Currently Not Collectible (CNC) determination,Offer in Compromise (OIC) preparation,Hardship re-evaluation support,Fresh Start SLIA compliance,,No,No,No,0.0,2024-09-24,12550.0,Tier 5
3216073,2024-07-04,Aged CBG HAP,6210,IRS Representation (6 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2024-07-13,15620.0,Tier 4
9022391,2025-05-09,FL Call,3110,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,,,,No,No,No,0.0,2025-05-12,7720.0,Tier 2
2526626,2025-02-21,CL Form,6400,IRS Representation (3 Months Max),File 1040X tax return (no schedules),Currently Not Collectible (CNC) determination,Offer in Compromise (OIC) preparation,Fresh Start SLIA renewal,OIC final resolution,,No,No,No,0.0,2025-02-24,13030.0,Tier 3
7200439,2025-03-18,Aged 365 Legacy HAP,13850,IRS Representation (6 Months Max),File 1040X tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,Fresh Start SLIA renewal,Fresh Start SLIA compliance,Monterey Tier B,Yes,Yes,Yes,7450.0,2025-03-28,8410.0,Tier 4
9421530,2024-06-22,Aged 365 Legacy,5630,IRS Representation (12 Months Max),Analyze and submit IRS financials,Installment Agreement setup and monitoring,Penalty Abatement request,,,,No,No,No,0.0,2024-06-26,9840.0,Tier 3
3682320,2024-06-10,Aged CBG HAP,4290,IRS Representation (3 Months Max),File 1040 tax return (no schedules),File 1040 tax return (no schedules),,,,Monterey Tier C,Yes,Yes,No,0.0,2024-06-22,1070.0,Tier 1
4902730,2024-07-26,Aged 365 Legacy HAP,3060,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Installment Agreement setup and monitoring,Currently Not Collectible (CNC) determination,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2024-08-04,11790.0,Tier 4
9130911,2025-04-04,Aged 365 Legacy HAP,2680,IRS Representation (12 Months Max),Analyze and submit IRS financials,Currently Not Collectible (CNC) determination,Partial Pay Installment Agreement (PPIA) setup,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2025-04-09,43190.0,Tier 1
4496347,2024-10-26,Aged 365 Legacy HAP,11420,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,File 1040 tax return (no schedules),,,,,No,No,No,0.0,2024-11-04,3030.0,Tier 2
2685387,2024-07-01,Aged-FL 60,1010,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,Fresh Start SLIA renewal,,,No,No,No,0.0,2024-07-16,11240.0,Tier 4
8320514,2024-06-08,ATL Form,4370,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2024-06-21,13120.0,Tier 4
4383563,2024-09-03,Aged-PI,10730,IRS Representation (6 Months Max),File 1040X tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,,,,No,No,No,0.0,2024-09-18,12360.0,Tier 2
3912159,2024-07-21,Aged 365 Legacy HAP,2560,IRS Representation (3 Months Max),File 1040X tax return (no schedules),Fresh Start SLIA submission and monitoring,Currently Not Collectible (CNC) determination,OIC follow-up and IRS negotiation,OIC final resolution,Monterey Tier C,Yes,Yes,No,0.0,2024-07-28,14530.0,Tier 5
3258445,2025-02-10,Aged PI Free,4730,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Currently Not Collectible (CNC) determination,Offer in Compromise (OIC) preparation,CNC annual review,OIC final resolution,Monterey Tier A,Yes,Yes,Yes,2300.0,2025-02-16,2760.0,Tier 3
8976183,2024-10-28,Aged 365 Legacy HAP,4140,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Currently Not Collectible (CNC) determination,Hardship re-evaluation support,OIC final resolution,,No,No,No,0.0,2024-10-31,14710.0,Tier 4
5167795,2025-03-23,Aged 365 Legacy HAP,7170,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Currently Not Collectible (CNC) determination,Currently Not Collectible (CNC) determination,OIC follow-up and IRS negotiation,Hardship compliance monitoring,Monterey Tier A,Yes,Yes,Yes,11980.0,2025-04-04,14260.0,Tier 3
3892040,2024-11-29,DT Form DS,12640,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,Fresh Start SLIA renewal,OIC final resolution,DecisionFI,Yes,No,No,0.0,2024-12-14,43500.0,Tier 3
5303837,2024-11-01,PPC Call,3720,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),Currently Not Collectible (CNC) determination,Partial Pay Installment Agreement (PPIA) setup,Fresh Start SLIA renewal,OIC final resolution,DecisionFI,Yes,Yes,Yes,7710.0,2024-11-08,9520.0,Tier 2
3815936,2024-09-09,Aged CBG HAP,2560,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Installment Agreement setup and monitoring,Currently Not Collectible (CNC) determination,CNC annual review,OIC final resolution,,No,No,No,0.0,2024-09-24,14380.0,Tier 4
9654123,2024-08-24,ATL Form,3230,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,Fresh Start SLIA renewal,,Monterey Poss-Flip,Yes,Yes,Yes,7120.0,2024-08-30,9960.0,Tier 1
9464126,2024-09-11,DT Form DS,17600,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,Currently Not Collectible (CNC) determination,Currently Not Collectible (CNC) determination,Fresh Start SLIA renewal,Fresh Start SLIA compliance,Monterey Tier A,Yes,No,No,0.0,2024-09-22,18830.0,Tier 4
2296018,2025-01-24,Aged-PI,17800,IRS Representation (3 Months Max),File 1040 tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2025-02-05,8010.0,Tier 3
4938283,2024-12-16,ATL Form,6490,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Offer in Compromise (OIC) preparation,Fresh Start SLIA renewal,Hardship compliance monitoring,,No,No,No,0.0,2024-12-19,6520.0,Tier 5
5035002,2025-06-13,Aged 365 Legacy,7360,IRS Representation (12 Months Max),Analyze and submit IRS financials,Currently Not Collectible (CNC) determination,Partial Pay Installment Agreement (PPIA) setup,CNC annual review,Fresh Start SLIA compliance,,No,No,No,0.0,2025-06-17,16300.0,Tier 5
9799485,2025-02-21,Aged 365 Legacy HAP,3280,IRS Representation (6 Months Max),Analyze and submit IRS financials,File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2025-02-25,23710.0,Tier 4
4804654,2024-07-25,Aged-PI,9530,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Currently Not Collectible (CNC) determination,Installment Agreement monitoring,,,Monterey Poss-Flip,Yes,Yes,Yes,8920.0,2024-08-02,16770.0,Tier 2
8063161,2025-04-20,Referral,4190,IRS Representation (6 Months Max),Analyze and submit IRS financials,Partial Pay Installment Agreement (PPIA) setup,Offer in Compromise (OIC) preparation,CNC annual review,OIC final resolution,DecisionFI,Yes,Yes,Yes,11930.0,2025-04-24,14750.0,Tier 3
7634218,2024-11-13,Aged DT U30,2840,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Installment Agreement setup and monitoring,Partial Pay Installment Agreement (PPIA) setup,Fresh Start SLIA renewal,OIC final resolution,,No,No,No,0.0,2024-11-17,22330.0,Tier 3
9797517,2025-04-24,Aged 365 Legacy,5800,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),Installment Agreement setup and monitoring,Currently Not Collectible (CNC) determination,Fresh Start SLIA renewal,OIC final resolution,,No,No,No,0.0,2025-05-05,10270.0,Tier 5
2216051,2024-09-22,CL Form,4050,IRS Representation (6 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2024-10-06,17660.0,Tier 4
5053742,2024-09-20,FL Call,5670,IRS Representation (3 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,Fresh Start SLIA renewal,Fresh Start SLIA compliance,Monterey Poss-Flip,Yes,No,No,0.0,2024-09-24,5430.0,Tier 4
5202648,2025-02-14,Aged CBG HAP,4830,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Installment Agreement setup and monitoring,Hardship determination and filing,Fresh Start SLIA renewal,OIC final resolution,Monterey Tier B,Yes,Yes,Yes,10690.0,2025-02-22,11500.0,Tier 5
6436418,2024-07-10,PPC Call,6190,IRS Representation (6 Months Max),Analyze and submit IRS financials,Fresh Start SLIA submission and monitoring,Hardship determination and filing,OIC follow-up and IRS negotiation,Hardship compliance monitoring,Monterey Tier C,Yes,Yes,Yes,3610.0,2024-07-24,5960.0,Tier 4
6606762,2025-02-17,FL Call,5350,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,File 1040 tax return (no schedules),,,,,No,No,No,0.0,2025-02-27,25000.0,Tier 4
9316401,2024-08-27,Aged DT U30,16680,IRS Representation (12 Months Max),Analyze and submit IRS financials,Currently Not Collectible (CNC) determination,Offer in Compromise (OIC) preparation,Fresh Start SLIA renewal,Fresh Start SLIA compliance,AfterPay,Yes,No,No,0.0,2024-09-02,9450.0,Tier 1
4172382,2024-10-07,Aged PI Free,8020,IRS Representation (3 Months Max),File 1040 tax return and State tax return (no schedules),Installment Agreement setup and monitoring,Partial Pay Installment Agreement (PPIA) setup,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,,No,No,No,0.0,2024-10-17,8970.0,Tier 2
2628028,2024-06-14,Aged PI Free,3970,IRS Representation (12 Months Max),File 1040X tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Partial Pay Installment Agreement (PPIA) setup,OIC follow-up and IRS negotiation,Hardship compliance monitoring,,No,No,No,0.0,2024-06-22,14040.0,Tier 2
1496608,2024-10-04,Aged-PI,6970,IRS Representation (3 Months Max),File 1040 tax return (no schedules),File 1040 tax return (no schedules),,,,Monterey Tier C,Yes,No,No,0.0,2024-10-18,8110.0,Tier 2
1641560,2025-04-04,Aged DT U30,3380,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,Fresh Start SLIA renewal,,,No,No,No,0.0,2025-04-16,4200.0,Tier 3
8327580,2025-06-24,Referral,4910,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Installment Agreement setup and monitoring,Hardship determination and filing,Fresh Start SLIA renewal,OIC final resolution,,No,No,No,0.0,2025-07-01,7730.0,Tier 4
2042761,2024-08-03,Aged DT U30,2560,IRS Representation (6 Months Max),Analyze and submit IRS financials,Partial Pay Installment Agreement (PPIA) setup,Partial Pay Installment Agreement (PPIA) setup,CNC annual review,Fresh Start SLIA compliance,DecisionFI,Yes,Yes,Yes,12990.0,2024-08-14,15360.0,Tier 2
6288028,2024-07-22,Aged CBG HAP,2530,IRS Representation (6 Months Max),Analyze and submit IRS financials,Fresh Start SLIA submission and monitoring,Offer in Compromise (OIC) preparation,OIC follow-up and IRS negotiation,Hardship compliance monitoring,,No,No,No,0.0,2024-07-28,4520.0,Tier 5
4181353,2025-05-11,Aged 365 Legacy HAP,5410,IRS Representation (6 Months Max),Analyze and submit IRS financials,Partial Pay Installment Agreement (PPIA) setup,Offer in Compromise (OIC) preparation,Fresh Start SLIA renewal,OIC final resolution,,No,No,No,0.0,2025-05-19,7250.0,Tier 5
1838399,2024-07-10,Aged 365 Legacy HAP,1970,IRS Representation (3 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,,Fresh Start SLIA compliance,,No,No,No,0.0,2024-07-15,12900.0,Tier 3
5913264,2024-07-01,CL Form,5400,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,,,,No,No,No,0.0,2024-07-16,790.0,Tier 4
4105754,2025-01-02,Aged-PI,3850,IRS Representation (3 Months Max),File 1040X tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2025-01-17,61350.0,Tier 3
5500094,2024-12-12,Aged 365 Legacy HAP,5080,IRS Representation (3 Months Max),Analyze and submit IRS financials,File 1040 tax return (no schedules),,,,,No,No,No,0.0,2024-12-17,16680.0,Tier 5
5276786,2025-06-29,CL Form,7850,IRS Representation (6 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,Fresh Start SLIA renewal,Fresh Start SLIA compliance,Monterey Tier C,Yes,Yes,Yes,7240.0,2025-07-08,13970.0,Tier 5
1170060,2024-08-12,Aged 365 Legacy HAP,9480,IRS Representation (6 Months Max),Analyze and submit IRS financials,Currently Not Collectible (CNC) determination,Currently Not Collectible (CNC) determination,CNC annual review,Fresh Start SLIA compliance,Monterey Poss-Flip,Yes,Yes,No,0.0,2024-08-21,10630.0,Tier 3
9897200,2024-07-04,FL Call,6430,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Installment Agreement setup and monitoring,Hardship determination and filing,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,,No,No,No,0.0,2024-07-14,19880.0,Tier 5
5954854,2024-08-31,Aged 365 Legacy HAP,2800,IRS Representation (3 Months Max),Analyze and submit IRS financials,Fresh Start SLIA submission and monitoring,Hardship determination and filing,Hardship re-evaluation support,Fresh Start SLIA compliance,Monterey Tier B,Yes,Yes,Yes,5230.0,2024-09-03,6590.0,Tier 4
4292361,2025-02-11,Aged 365 Legacy HAP,7460,IRS Representation (12 Months Max),File 1040X tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,Fresh Start SLIA renewal,,,No,No,No,0.0,2025-02-19,14270.0,Tier 4
7115964,2024-06-21,ATL Form,12790,IRS Representation (3 Months Max),Analyze and submit IRS financials,File 1040 tax return (no schedules),,,,,No,No,No,0.0,2024-06-24,14570.0,Tier 4
2913881,2025-01-19,Aged 365 Legacy,6060,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Installment Agreement setup and monitoring,Currently Not Collectible (CNC) determination,CNC annual review,Hardship compliance monitoring,,No,No,No,0.0,2025-01-27,7540.0,Tier 4
